id,이름,종류,주소,연락처,평일,주말,휴무
P669,양양 해뜨는창문 애견동반 펜션,D003,강원도 양양군 강현면 정암리 149-7,0505-765-0680,00:00-23:59,00:00-23:59,-
P670,양양 해변펜션,D003,강원도 양양군 강현면 전진리 64-1,010-5015-3968,00:00-23:59,00:00-23:59,-
P671,양양 해오름 펜션,D003,강원도 양양군 현남면 남애리 180-13,010-5362-6606,00:00-23:59,00:00-23:59,-
P672,양양 해피빌 독채펜션,D003,강원도 양양군 손양면 가평리 55,010-9846-3322,00:00-23:59,00:00-23:59,-
P673,양평 꽃씨뿌리는마음,D003,경기도 양평군 단월면 부안리 15,010-6600-6376,00:00-23:59,00:00-23:59,-
P674,양평 님프의정원,D003,경기도 양평군 양서면 대심리 130,010-7568-4003,00:00-23:59,00:00-23:59,-
P675,양평 또오개애견펜션,D003,경기도 양평군 청운면 갈운리 1241,031-773-5424,00:00-23:59,00:00-23:59,-
P676,양평 로그캠프펜션,D003,경기도 양평군 용문면 연수리 41-2,031-774-5772,00:00-23:59,00:00-23:59,-
P677,양평 밸런스독펜션,D003,경기도 양평군 지평면 망미리 900,010-9821-0306,00:00-23:59,00:00-23:59,-
P678,양평 산들바람펜션,D003,경기도 양평군 청운면 비룡리 743-2,02-2294-9516,00:00-23:59,00:00-23:59,-
P679,양평 소호펜션,D003,경기도 양평군 단월면 부안리 53,010-9274-1890,00:00-23:59,00:00-23:59,-
P680,양평 수다락펜션,D003,경기도 양평군 단월면 산음리 971,010-3753-2501,00:00-23:59,00:00-23:59,-
P681,양평 퐁당계곡펜션,D003,경기도 양평군 용문면 중원리 96,010-3365-0109,00:00-23:59,00:00-23:59,-
P682,여수 가즈아풀빌라,D003,전라남도 여수시 돌산읍 평사리 1395-84,061-642-3399,00:00-23:59,00:00-23:59,-
P683,여수 그린하우스 펜션,D003,전라남도 여수시 화양면 이천리 208-10,0505-356-9558,00:00-23:59,00:00-23:59,-
P684,여수 꿈에그린 애견동반펜션,D003,전라남도 여수시 돌산읍 평사리 986-17,0505-679-2984,00:00-23:59,00:00-23:59,-
P685,여수 느낌 펜션,D003,전라남도 여수시 돌산읍 평사리 1253-11,010-4768-9268,00:00-23:59,00:00-23:59,-
P686,여수 더포근펜션,D003,전라남도 여수시 돌산읍 율림리 75,010-7234-6684,00:00-23:59,00:00-23:59,-
P687,여수 물음표펜션,D003,전라남도 여수시 화양면 이천리 689-1,010-9429-6255,00:00-23:59,00:00-23:59,-
P688,여수 복자 스파펜션,D003,전라남도 여수시 돌산읍 평사리 1006-9,0505-356-9614,00:00-23:59,00:00-23:59,-
P689,여수 빌리지피어 펜션,D003,전라남도 여수시 돌산읍 평사리 320-8,010-8777-1449,00:00-23:59,00:00-23:59,-
P690,여수 안단테 스파펜션,D003,전라남도 여수시 돌산읍 평사리 1006-13,0505-765-0610,00:00-23:59,00:00-23:59,-
P691,여수 자연속으로 애견동반펜션,D003,전라남도 여수시 돌산읍 평사리 955-8,0505-356-9677,00:00-23:59,00:00-23:59,-
P692,여수 쥬얼리 펜션,D003,전라남도 여수시 돌산읍 평사리 1385-4,0505-765-0698,00:00-23:59,00:00-23:59,-
P693,여주 예터펜션&웨딩,D003,경기도 여주시 점동면 당진리 7-3,010-5217-1572,00:00-23:59,00:00-23:59,-
P694,연천 더블스테이 또또멍애견펜션,D003,경기도 연천군 미산면 아미리 145-81,010-8561-0990,00:00-23:59,00:00-23:59,-
P695,연천 더블스테이 키즈풀빌라 연천1호점,D003,경기도 연천군 미산면 아미리 145-39,0505-765-0495,00:00-23:59,00:00-23:59,-
P696,연천 선바위 펜션,D003,경기도 연천군 전곡읍 은대리 680-69,031-832-3795,00:00-23:59,00:00-23:59,-
P697,영덕 더원애견펜션,D003,경상북도 영덕군 남정면 구계리 254-5,010-7556-9231,00:00-23:59,00:00-23:59,-
P698,영덕 여명펜션,D003,경상북도 영덕군 강구면 금진리 62-1,070-4100-6700,00:00-23:59,00:00-23:59,-
P699,영월 한마음펜션,D003,강원도 영월군 영월읍 삼옥리 70,033-375-2500,00:00-23:59,00:00-23:59,-
P700,영종도 블루오션펜션,D003,인천광역시 중구 중산동 1946-18,032-752-9958,00:00-23:59,00:00-23:59,-
P701,영주 산수방펜션,D003,경상북도 영주시 풍기읍 욱금리 132-5,010-2515-2665,00:00-23:59,00:00-23:59,-
P702,영주 행복한 펜션,D003,경상북도 영주시 풍기읍 욱금리 131-1,054-636-4914,00:00-23:59,00:00-23:59,-
P703,영흥도 노을앤바다,D003,인천광역시 옹진군 영흥면 내리 1329-30,010-9048-1790,00:00-23:59,00:00-23:59,-
P704,영흥도 라르고 애견동반펜션,D003,인천광역시 옹진군 영흥면 내리 1542-21,010-9228-3804,00:00-23:59,00:00-23:59,-
P705,영흥도 로마스파 애견동반 펜션,D003,인천광역시 옹진군 영흥면 선재리 549-29,0505-765-0475,00:00-23:59,00:00-23:59,-
P706,옹진 바다뜰 펜션,D003,인천광역시 옹진군 영흥면 내리 1661-36,032-886-3340,00:00-23:59,00:00-23:59,-
P707,옹진 펜션바다풍경,D003,인천광역시 옹진군 북도면 장봉리 144-5,010-6766-0478,00:00-23:59,00:00-23:59,-
P708,완도 리베라펜션,D003,전라남도 완도군 신지면 신리 530-18,061-554-4445,00:00-23:59,00:00-23:59,-
P709,완주 들꽃펜션,D003,전라북도 완주군 운주면 산북리 405,010-7338-3336,00:00-23:59,00:00-23:59,-
P710,용인 골드펫리조트,D004,경기도 용인시 기흥구 고매동 5-73,031-286-9111,00:00-23:59,00:00-23:59,-
P711,용인 로드47펜션,D003,경기도 용인시 처인구 양지면 평창리 681-30,010-3524-6800,00:00-23:59,00:00-23:59,-
P712,울릉도 울릉향기펜션,D003,경상북도 울릉군 울릉읍 사동리 660-4,010-5419-5446,00:00-23:59,00:00-23:59,-
P713,울릉도 일등펜션,D003,경상북도 울릉군 울릉읍 사동리 498-12,010-6444-1882,00:00-23:59,00:00-23:59,-
P714,울산 간절곶 등대펜션,D003,울산광역시 울주군 서생면 나사리 458-6,052-238-1930,00:00-23:59,00:00-23:59,-
P715,울진 207마일펜션,D003,경상북도 울진군 기성면 망양리 3,010-3484-7739,00:00-23:59,00:00-23:59,-
P716,울진 바다의왕자펜션,D003,경상북도 울진군 죽변면 봉평리 259-1,054-781-7004,00:00-23:59,00:00-23:59,-
P717,울진 해맞이펜션,D003,경상북도 울진군 근남면 산포리 593,054-781-3213,00:00-23:59,00:00-23:59,-
P718,원주 간현산내들펜션,D003,강원도 원주시 지정면 간현리 1102-20,010-6722-5649,00:00-23:59,00:00-23:59,-
P719,원주 추억만들기펜션,D003,강원도 원주시 신림면 황둔리 1621-2,010-8983-7943,00:00-23:59,00:00-23:59,-
P720,인제 냇강마을산촌황토 펜션,D003,강원도 인제군 북면 월학리 1213,033-462-5377,00:00-23:59,00:00-23:59,-
P721,인제 마의태자용소마을펜션,D003,강원도 인제군 상남면 상남리 57-8,033-461-0228,00:00-23:59,00:00-23:59,-
P722,인천 비치힐뷰하우스 펜션,D003,인천광역시 중구 을왕동 762-13,010-7667-0030,00:00-23:59,00:00-23:59,-
P723,인천 어울림펜션,D003,인천광역시 중구 을왕동 783-3,032-747-0170,00:00-23:59,00:00-23:59,-
P724,인천 에버뷰 펜션,D003,인천광역시 중구 을왕동 762-100,010-3601-6265,00:00-23:59,00:00-23:59,-
P725,임실 달빛이 머무는 펜션,D003,전라북도 임실군 운암면 운정리 220-71,063-222-6276,00:00-23:59,00:00-23:59,-
P726,장성 달돋이 한옥스테이,D003,전라남도 장성군 북이면 조양리 90,061-393-8855,00:00-23:59,00:00-23:59,-
P727,정온펜션,D003,경기도 광주시 퇴촌면 관음리 275-2,010-2679-8199,00:00-23:59,00:00-23:59,-
P728,정읍 나의살던고향은,D003,전라북도 정읍시 입암면 단곡리 201-1,063-534-9616,00:00-23:59,00:00-23:59,-
P729,제부도 더멍 102 펜션,D003,경기도 화성시 서신면 제부리 40-8,010-4904-6419,00:00-23:59,00:00-23:59,-
P730,제부도 해돋이펜션,D003,경기도 화성시 서신면 제부리 32-15,031-357-3278,00:00-23:59,00:00-23:59,-
P731,제주 369펜션,D003,제주특별자치도 제주시 조천읍 와흘리 243,010-6617-3443,00:00-23:59,00:00-23:59,-
P732,제주 UFO펜션,D003,제주특별자치도 제주시 애월읍 구엄리 505,064-744-0600,00:00-23:59,00:00-23:59,-
P733,제주 그림 그리는 펜션,D003,제주특별자치도 서귀포시 성산읍 수산리 3342-6,010-9285-5552,00:00-23:59,00:00-23:59,-
P734,제주 더 포레스트,D003,제주특별자치도 제주시 애월읍 소길리 952-9,010-7743-6546,00:00-23:59,00:00-23:59,-
P735,제주 바람이분다,D003,제주특별자치도 제주시 구좌읍 월정리 305,010-5755-9279,00:00-23:59,00:00-23:59,-
P736,제주 씨앤스타펜션,D003,제주특별자치도 제주시 애월읍 애월리 1991-1,064-799-9747,00:00-23:59,00:00-23:59,-
P737,제천 월악산 참조은펜션,D003,충청북도 제천시 한수면 송계리 671,043-653-3621,00:00-23:59,00:00-23:59,-
P738,제천 프레임 펜션,D003,충청북도 제천시 청풍면 도화리 182-4,010-2933-8242,00:00-23:59,00:00-23:59,-
P739,진도 브라운돔하우스,D003,전라남도 진도군 임회면 사령리 472,055-747-3739,00:00-23:59,00:00-23:59,-
P740,진도 브라운돔하우스,D004,전라남도 진도군 임회면 사령리 472,055-747-3739,00:00-23:59,00:00-23:59,-
P741,진안 레이크펜션,D003,전라북도 진안군 백운면 노촌리 산 153-7,010-9131-8879,00:00-23:59,00:00-23:59,-
P742,철원 별비내리는마을펜션,D003,강원도 철원군 갈말읍 상사리 535,010-4177-3489,00:00-23:59,00:00-23:59,-
P743,철원 아름다운 펜션,D003,강원도 철원군 김화읍 학사리 301-22,010-8465-8204,00:00-23:59,00:00-23:59,-
P744,철원 케렌시아 펜션,D003,강원도 철원군 동송읍 장흥리 54-14,033-456-0303,00:00-23:59,00:00-23:59,-
P745,청도 루지펜션,D003,경상북도 청도군 화양읍 삼신리 1130-4,010-7439-2400,00:00-23:59,00:00-23:59,-
P746,청도 멀베리펜션,D003,경상북도 청도군 각남면 녹명리 47,010-7588-5001,00:00-23:59,00:00-23:59,-
P747,청도 지성휴펜션,D003,경상북도 청도군 풍각면 수월리 132-3,054-372-3009,00:00-23:59,00:00-23:59,-
P748,춘천 도그앤스테이,D003,강원도 춘천시 남산면 방곡리 317-3,010-5482-1922,00:00-23:59,00:00-23:59,-
P749,춘천 별님달님계곡펜션,D003,강원도 춘천시 사북면 지암리 509,010-5772-6026,00:00-23:59,00:00-23:59,-
P750,춘천 비샵 애견동반펜션,D003,강원도 춘천시 남산면 백양리 108-10,0505-356-9522,00:00-23:59,00:00-23:59,-
P751,춘천 쏠리오 풀빌라,D003,강원도 춘천시 남산면 서천리 319,010-8472-7800,00:00-23:59,00:00-23:59,-
P752,춘천 잠빌 펜션,D003,강원도 춘천시 남산면 방곡리 281-1,010-7630-2630,00:00-23:59,00:00-23:59,-
P753,춘천 해피리버,D003,강원도 춘천시 남산면 산수리 455-4,010-2932-2766,00:00-23:59,00:00-23:59,-
P754,춘천빌리빙 캠핑장,D004,강원도 춘천시 사북면 지암리 52,010-8747-6416,00:00-23:59,00:00-23:59,-
P755,충주 달두루펜션,D003,충청북도 충주시 수안보면 사문리 302,010-5482-7343,00:00-23:59,00:00-23:59,-
P756,충주 펫트리파크,D004,충청북도 충주시 앙성면 지당리 395-2,010-3066-5353,00:00-23:59,00:00-23:59,-
P757,태안 갯여울펜션,D003,충청남도 태안군 고남면 고남리 395-7,041-673-1433,00:00-23:59,00:00-23:59,-
P758,태안 나무향기펜션 애견 가족 단체,D003,충청남도 태안군 태안읍 반곡리 1113-1,010-2628-9537,00:00-23:59,00:00-23:59,-
P759,태안 데네브펜션,D003,충청남도 태안군 남면 몽산리 249-9,010-7709-0167,00:00-23:59,00:00-23:59,-
P760,태안 뜨락펜션,D003,충청남도 태안군 고남면 고남리 1334,010-4492-4495,00:00-23:59,00:00-23:59,-
P761,태안 라루나키즈풀빌라,D003,충청남도 태안군 남면 신온리 652-50,010-8542-8252,00:00-23:59,00:00-23:59,-
P762,태안 모켄풀빌라,D003,충청남도 태안군 남면 신온리 652-280,010-9293-4275,00:00-23:59,00:00-23:59,-
P763,태안 신두리정원글램핑,D004,충청남도 태안군 원북면 신두리 1210-158,010-6766-9468,00:00-23:59,00:00-23:59,-
P764,태안 홍이장군펜션,D003,충청남도 태안군 남면 양잠리 1098-15,010-4870-9947,00:00-23:59,00:00-23:59,-
P765,통영 1박2일펜션,D003,경상남도 통영시 산양읍 영운리 8-7,055-649-8000,00:00-23:59,00:00-23:59,-
P766,통영 씨러브바다별장 펜션,D003,경상남도 통영시 항남동 138-12,010-8913-3660,00:00-23:59,00:00-23:59,-
P767,통영 예향펜션,D003,경상남도 통영시 산양읍 신전리 28,010-7105-0716,00:00-23:59,00:00-23:59,-
P768,통영 욕지도펜션리조트,D003,경상남도 통영시 욕지면 서산리 343-25,010-5022-3360,00:00-23:59,00:00-23:59,-
P769,통영 친구펜션,D003,경상남도 통영시 산양읍 미남리 134-7,010-6359-6346,00:00-23:59,00:00-23:59,-
P770,통영 흙내음 글램핑,D004,경상남도 통영시 도산면 원산리 156-1,055-645-7976,00:00-23:59,00:00-23:59,-
P771,파주 오블라디 풀빌라,D003,경기도 파주시 문산읍 내포리 391-1,031-954-1836,00:00-23:59,00:00-23:59,-
P772,파주 풀빌라 워라벨,D003,경기도 파주시 탄현면 낙하리 269-1,010-7907-5516,00:00-23:59,00:00-23:59,-
P773,파주 프로방스하우스,D003,경기도 파주시 상지석동 554-212,010-2363-3884,00:00-23:59,00:00-23:59,-
P774,평창 가을동화펜션,D003,강원도 평창군 봉평면 흥정리 285-3,010-5213-3200,00:00-23:59,00:00-23:59,-
P775,평창 나대관령왔어펜션,D003,강원도 평창군 대관령면 용산리 266-13,033-335-9575,00:00-23:59,00:00-23:59,-
P776,평창 밸마운트펜션,D003,강원도 평창군 봉평면 무이리 358-3,033-333-9696,00:00-23:59,00:00-23:59,-
P777,평창 북극곰야영장,D004,강원도 평창군 봉평면 흥정리 312-2,033-333-2019,00:00-23:59,00:00-23:59,-
P778,평창 솔숲펜션,D003,강원도 평창군 용평면 속사리 485,070-4201-1982,00:00-23:59,00:00-23:59,-
P779,평창 스토리애견펜션,D003,강원도 평창군 봉평면 면온리 697-30,010-2658-9227,00:00-23:59,00:00-23:59,-
P780,평창 아침에새소리펜션,D003,강원도 평창군 봉평면 무이리 288-1,033-332-9668,00:00-23:59,00:00-23:59,-
P781,평창 황토구들마을,D003,강원도 평창군 용평면 백옥포리 97-1,033-334-7442,00:00-23:59,00:00-23:59,-
P782,평창 힐링스테이,D003,강원도 평창군 평창읍 종부리 11,010-4143-7550,00:00-23:59,00:00-23:59,-
P783,평창 힐링하시개 애견펜션,D003,강원도 평창군 봉평면 무이리 1116-1,010-5226-2506,00:00-23:59,00:00-23:59,-
P784,평택 고요 펜션,D003,경기도 평택시 현덕면 권관리 612-2,010-2325-0967,00:00-23:59,00:00-23:59,-
P785,포천 노을애견펜션,D003,경기도 포천시 이동면 장암리 636-10,010-5355-5900,00:00-23:59,00:00-23:59,-
P786,포천 블루펫글램핑,D004,경기도 포천시 화현면 명덕리 188,010-2495-8005,00:00-23:59,00:00-23:59,-
P787,포천 빈센트펜션,D003,경기도 포천시 일동면 기산리 2-18,010-7435-4049,00:00-23:59,00:00-23:59,-
P788,포천 산울터애견동반펜션,D003,경기도 포천시 이동면 장암리 14,010-5227-1803,00:00-23:59,00:00-23:59,-
P789,포천 위크온 글램핑,D004,경기도 포천시 이동면 장암리 50,010-9850-3433,00:00-23:59,00:00-23:59,-
P790,포항 그랑 모던 풀빌라,D003,경상북도 포항시 남구 오천읍 항사리 88-1,010-5488-0059,00:00-23:59,00:00-23:59,-
P791,포항 발리오레 패밀리,D003,경상북도 포항시 남구 호미곶면 구만리 588,010-9700-8254,00:00-23:59,00:00-23:59,-
P792,포항 클라우드 나인,D003,경상북도 포항시 북구 청하면 청진리 232,010-3770-9651,00:00-23:59,00:00-23:59,-
P793,해남 땅끝마을 휘겔리펜션,D003,전라남도 해남군 삼산면 상가리 746-2,010-7544-7727,00:00-23:59,00:00-23:59,-
P794,홍천 너나우리 애견동반펜션,D003,강원도 홍천군 서면 중방대리 183-8,010-8994-0316,00:00-23:59,00:00-23:59,-
P795,홍천 노루목홍천강펜션,D003,강원도 홍천군 북방면 장항리 98-4,033-435-9030,00:00-23:59,00:00-23:59,-
P796,홍천 메이슨독채별장펜션,D003,강원도 홍천군 서면 팔봉리 1014-5,010-3088-5174,00:00-23:59,00:00-23:59,-
P797,홍천 모두 펜션,D003,강원도 홍천군 북방면 노일리 824-2,010-9872-7129,00:00-23:59,00:00-23:59,-
P798,홍천 어린왕자펜션,D003,강원도 홍천군 화촌면 구성포리 1108,010-2577-4982,00:00-23:59,00:00-23:59,-
P799,화성 별빛사랑채펜션,D003,경기도 화성시 송산면 고포리 800-1,031-357-0447,00:00-23:59,00:00-23:59,-
P800,화성 자연사랑펜션,D003,경기도 화성시 송산면 고포리 800-13,010-8989-3803,00:00-23:59,00:00-23:59,-
P801,화천 명지령계곡펜션,D003,강원도 화천군 사내면 용담리 526-1,010-8741-1515,00:00-23:59,00:00-23:59,-
P802,횡성 머쉬멜로우,D003,강원도 횡성군 둔내면 두원리 648-8,010-2248-9587,00:00-23:59,00:00-23:59,-
P803,횡성 잠자리펜션,D003,강원도 횡성군 서원면 유현리 1189,033-345-6269,00:00-23:59,00:00-23:59,-
P804,횡성 캐빈타운 펜션,D003,강원도 횡성군 둔내면 두원리 648-19,010-3502-5946,00:00-23:59,00:00-23:59,-
P805,어린이대공원,D007,서울특별시 광진구 능동로 216(구의문주차장 옆),0507-0261-2322,10:00-20:00,10:00-20:00,월
P806,월드컵공원,D007,서울특별시 마포구 증산로 32 월드컵공원,0507-0261-2323,00:00-23:59,00:00-23:59,월
P807,보라매공원,D007,서울특별시 동작구 여의대방로20길 33 보라매공원,0507-0261-2324,00:00-23:59,00:00-23:59,월
P808,초안산근린공원,D007,서울특별시 도봉구 창돈 산 48-16 (초안산근린공원),02-906-7979,10:00-19:00,10:00- 19:00,월 동절기(12월 1월 2월)
P809,영등포구 반려견 놀이터,D007,서울특별시 영등포구 문래동6가 52,02-2670-3419,10:00-20:00,10:00-20:00,월 동절기(12월 1월 2월)
P810,구로구 반려견 놀이터,D007,서울특별시 양천구 신정동 871-10,02-860-2265,10:00-20:00,10:00-20:00,월 동절기(12월 1월 2월)
P811,동대문구 반려견 놀이터,D007,서울특별시 중랑구 면목동 727-24,02-2127-4273,10:00-20:00,10:00-20:00,월 동절기(12월 1월 2월)
P812,경춘선 숲길,D007,서울특별시 노원구 공릉동 272-2,-,00:00-23:59,00:00-23:59,-
P813,서래마을 몽마르뜨 공원,D007,서울특별시 서초구 서초동 산177-3,02-2155-6860,00:00-23:59,00:00-23:59,-
P814,올림픽공원,D007,서울특별시 송파구 올림픽로 424,02-410-1114,05:00-22:00,05:00-22:00,-
P815,선유도공원,D007,서울특별시 영등포구 선유로 343,02-2631-9368,06:00-24:00,06:00-24:00,-
P816,남산공원(남산도시자연공원),D007,서울특별시 중구 삼일대로 231,02-3783-5900,00:00-23:59,00:00-23:59,-
P817,서울숲공원,D007,서울특별시 성동구 뚝섬로 273,02-460-2905,00:00-23:59,00:00-23:59,-
P818,낙상공원,D007,서울특별시 종로구 낙산길 41,02-743-7985,00:00-23:59,00:00-23:59,-
P819,뚝섬유원지,D007,서울특별시 광진구 자양동 112,02-3780-0521,00:00-23:59,00:00-23:59,-
P820,어몽더독,D006,경기도 용인시 처인구 백암면 근곡로107번길 29지번경기도 용인시 처인구 백암면 가좌리 183-1,0507-1312-3812,12:00-19:30,11:00-23:59,-
P821,개들의 정원,D006,경기도 이천시 설성면 설가로219번길 176,031-642-2373,11:00-20:00,11:00-20:00,월
P822,멍트럴파크,D006,경기도 시흥시 하우로 186,0507-1431-7752,11:00-20:00,11:00-20:00,-
P823,도그베이 서울점,D006,서울특별시 광진구 광나루로 441,1899-2617,10:00-19:00,10:00-19:00,-
P824,컨츄리독힐링파크,D006,경기도 용인시 처인구 모현읍 월촌로 76-1,031-333-2633,12:00-19:00,12:00-20:00,-
P825,개리비안비치,D006,경상남도 김해시 대동면 대동로 536-19,010-3770-7486,00:00-23:59,00:00-23:59,-
P826,의성펫월드,D006,경상북도 의성군 단북면 안계길 255-13,054-861-1414,00:00-23:59,00:00-23:59,-
P827,야우리애견운동장,D006,충청북도 청주시 상당구 용담.명암.산성동 27,010-4926-9122,10:00-18:00,10:00-18:00,-
P828,아우토반 애견운동장&애견수영장,D006,경기도 양주시 은현면 봉암리 294,080-4443-2346,00:00-23:59,00:00-23:59,-
P829,전설의 운동장,D006,경기도 용인시 처인구 모현읍 곡현로480번길 26,010-4339-3515,00:00-23:59,00:00-23:59,-
P830,에덴도그파크,D006,충청남도 아산시 도고면 와산리 89-2,0507-1309-8750,11:00-18:00,11:00-18:00,설날당일 추석당일
P831,스타독 반려견테마파크,D006,경기도 이천시 마장면 작촌로 92-23 스타독,0507-1409-7410,11:00-18:00,11:00 -19:00,-
P832,E조은애견스쿨,D006,경기도 이천시 마장면 중부대로 55,010-4040-4539,-,-,상담전화
P833,모나미랜드 블레싱가든,D006,경기도 이천시 마장면 중부대로2670번길 131,031-674-5933,10:00-20:00,10:00-20:00,월
P834,시리우스,D006,충청북도 청주시 서원구 현도면 우록1길 17-9 시리우스,0507-1341-0956,10:00-20:00,10:00-20:00,상담전화
P835,발트바우,D006,경기도 고양시 덕양구 호국로 1234-43,0507-1317-6739,-,-,사전공지
P836,이삭애견스쿨,D006,경기도 고양시 일산서구 한류월드로 300 원마운트 3층 3003호,031-961-6450,09:00-18:00,09:00-18:00,월
P837,드린겐애견테마파크,D006,경기도 시흥시 시흥대로 1031-4,031-315-1733,11:00-21:00,11:00-21:00,사전공지
P838,리더스독 아카데미,D006,경기도 김포시 고촌읍 금포로549번길 305-70 리더스독아카데미,0507-1424-5677,09:00-18:00,11:00-18:00,사전공지
P839,댕댕점프,D006,경기도 남양주시 진접읍 금강로782번길 9-26,0507-1343-1157,12:00-22:00,12:00-22:00,월
P840,패밀리애견,D006,충청남도 당진시 정안로 61,041-354-7989,10:00-21:00,10:00-21:00,-
P841,개두방정,D006,경기도 양주시 고덕로 219,0507-1365-7790,00:00-23:59,00:00-23:59,사전공지
P842,워킹애니멀스쿨,D006,경기도 파주시 파주읍 통일로 1171,0507-1484-8813,09:00-18:00,11:00-21:00,사전공지
P843,정원퍼피스쿨 애견훈련소,D006,경기도 광주시 오포읍 창뜰아랫길 13-27,0507-1415-5147,10:30-19:00,10:30-19:00,사전공지
P844,하남애견훈련소,D006,경기도 하남시 대성로 151,031-793-3315,-,-,상담전화
P845,Dogs and Human,D006,서울특별시 서초구 명달로9길 5,0507-1307-8873,00:00-23:59,00:00-23:59,-
P846,악동타임즈,D006,경기도 파주시 탄현면 요풍길 68-38,010-8619-6455,11:00-19:00,11:00-18:00,사전공지
P847,부산애견대학,D006,부산광역시 기장군 장안읍 좌동길 2,010-8570-2268,-,-,상담전화
P848,제주펫스쿨,D006,제주특별자치도 서귀포시 대정읍 칠전로 438 2층,0507-1365-4504,10:00-18:00,10:00-18:00,토 일
P849,드린겐애견학교,D006,경기도 시흥시 시흥대로 1031-4,010-8703-0390,-,-,상담전화
P850,러브독애견훈련소,D006,인천광역시 강화군 내가면 강화서로 48,032-933-3022,08:00-22:00,08:00-22:00,사전공지
P851,퍼펙트독 애견훈련학교,D006,경기도 남양주시 화도읍 가곡리 산55-78,0507-1403-8976,00:00-23:59,00:00-23:59,사전공지
P852,벗 아카데미,D006,대구광역시 동구 인산로 69-1,010-3537-6224,11:00-19:00,11:00-19:00,사전공지
P853,울산애견월드,D006,울산광역시 울주군 청량읍 양천3길 40-21,052-267-3335,00:00-23:59,00:00-23:59,사전공지
P854,홀리케어바프코리아,D006,경기도 용인시 처인구 모현읍 초부로 191-6,031-337-2279,-,-,사전공지
P855,독스힐링,D006,경기도 포천시 관인면 사정리 103,010-7741-8950,13:00-19:00,13:00-21:00,사전공지
P856,네이처애견훈련학교,D006,경기도 남양주시 와부읍 월문리 268-2,0507-1357-8874,00:00-23:59,00:00-23:59,사전공지
P857,호천펫 놀이터,D006,경기도 파주시 심학산로 68 가동 1층,0507-1307-4163,11:00-21:00,11:00-21:00,사전공지
P858,도그캠프,D006,경기도 김포시 하성면 금포로1915번길 65,0507-1437-2223,11:00-19:00,11:00-20:00,수
P859,파크드차밍,D006,경기도 양평군 양동면 아래배내1길,1668-3623,11:00-21:00,10:00-22:00,-
P860,도그베이838-서울,D006,서울특별시 광진구 광나루로 441,1899-2617,10:00-19:00,10:00-19:00,사전공지
P861,바우라움 서울숲캠퍼스,D006,서울특별시 성동구 왕십리로 241 파크에비뉴 엔터식스 4층,0507-0261-3097,10:30-21:00,10:30-21:00,사전공지
P862,멍멍벅스,D006,서울특별시 마포구 잔다리로 6길 28-1,070-4512-3435,10:30-21:00,10:30-21:00,-
P863,치코앤치카,D006,서울특별시 서대문구 홍은중앙로9나길 55-13,0507-0261-2933,11:00-18:00,11:00-18:00,사전공지
P864,다독다독,D006,경기도 성남시 분당구 하오개로 242,0507-0261-0238,10:00-19:00,10:00-19:00,수
P865,힐링독아카데미,D006,경기도 하남시 춘궁로 141번길 102,0507-0261-0293,9:30-18:00,9:30-18:00,월
P866,삼막애견공원,D006,경기도 안양시 만안구 예술공원로 245번길 150,0507-0261-2599,00:00-23:59,00:00-23:59,-
P867,분당중앙공원 반려견놀이터,D006,경기도 성남시 분당구 수내2동 성남대로 550,-,10:00-19:00,10:00-19:00,월
P868,율동공원 반려견놀이터,D006,경기도 성남시 분당구 문정로 145,0507-0261-2328,00:00-23:59,00:00-23:59,월
P869,랑랑이네정원,D006,경기도 남양주시 와부읍 수레로 486번길 5,031-577-0726,11:00-20:00,11:00-20:00,수
P870,노블레스독,D006,경기도 시흥시 하우로 122번길 16,0507-0261-0310,12:00-19:00,12:00-19:00,월
P871,도그파크랜드,D006,경기도 용인시 처인구 모현읍 오산로 208-34,0507-0261-0580,10:00-19:00,10:00-19:00,-
P872,개들의 수다,D006,경기도 김포시 고촌읍 은행영사정로 51번길 42,0507-0261-2631,11:00-20:00,10:00-20:00,목
P873,광교호수공원 반려견 놀이터,D006,경기도 수원시 영통구 광교호수로 214,-,10:00-22:00,10:00-22:00,월
P874,상동호수공원 반려견 놀이터,D006,경기도 부천시 조마루로 15,0507-0261-2326,00:00-23:59,00:00-23:59,-
P875,계양꽃마루 반려견 놀이터,D006,인천광역시 계양구 봉오대로 855 계양경기장,-,10:00-20:00,10:00-20:00,월
P876,인천대공원 반려견 놀이터,D006,인천광역시 남동구 무네미로 236,0507-0261-2598,09:00-18:00,09:00-18:00,월 동절기 우천
P877,고양호수공원 반려견 놀이터,D006,경기도 고양시 일산동구 노루목로 10,0507-0261-2325,00:00-23:59,00:00-23:59,-
P878,기흥레스피아호수공원 반려견 놀이터,D006,경기도 용인시 기흥구 하갈로 79,0507-0261-2558,08:00-18:00,08:00-18:00,월
P879,다남숲멍빌리지,D006,인천광역시 계양구 역골로 43번길 7-4,010-2703-6773,11:00-18:00,11:00-18:00,사전공지
P880,피스테일,D006,경기도 고양시 일산동구 성석로 90-1,0507-0261-0466,8:30-20:00,11:00-20:00,월
P881,딩가댕가,D006,경기도 포천시 소흘읍 광릉수목원로 1104,010-9606-0220,11:00-20:00,11:00-21:00,매달 첫째주 수
P882,기흥호수공원 반려견 놀이터,D006,경기도 용인시 기흥구 하갈로 79,0507-0261-3020,09:00-20:00,09:00-20:00,월
